sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,customer_id,payment,order_date,delivery_date,product_ID,product_type,product_name,size,colour,price,quantity_y,description,customer_name,gender,age,home_address,zip_code,city,state,country
2051,413,306,105,3,315,589,35487,2021/10/17,2021/10/31,306,Shirt,Cuban Collar,S,indigo,93,41,"A indigo coloured, S sized, Cuban Collar Shirt",Calhoun Raphael,Polygender,57,68 Darcy PassSuite 091,6477,Hoppetown,Queensland,Australia
2052,414,233,106,3,318,212,57052,2021/1/2,2021/1/3,233,Shirt,Chambray,L,blue,105,69,"A blue coloured, L sized, Chambray Shirt",Evelyn Chevolleau,Polygender,79,385 Jayden View RdApt. 459,4481,Port Logan,Western Australia,Australia
2053,414,932,96,1,96,212,57052,2021/1/2,2021/1/3,932,Trousers,Drawstring,M,blue,104,41,"A blue coloured, M sized, Drawstring Trousers",Evelyn Chevolleau,Polygender,79,385 Jayden View RdApt. 459,4481,Port Logan,Western Australia,Australia
2054,414,625,112,1,112,212,57052,2021/1/2,2021/1/3,625,Jacket,Cardigan,XS,violet,118,40,"A violet coloured, XS sized, Cardigan Jacket",Evelyn Chevolleau,Polygender,79,385 Jayden View RdApt. 459,4481,Port Logan,Western Australia,Australia
2055,415,190,98,2,196,947,35686,2021/7/14,2021/7/19,190,Shirt,Camp Collared,XS,green,112,66,"A green coloured, XS sized, Camp Collared Shirt",Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia
2056,415,494,102,2,204,947,35686,2021/7/14,2021/7/19,494,Jacket,Windbreaker,XL,red,109,48,"A red coloured, XL sized, Windbreaker Jacket",Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia
2057,415,833,117,2,234,947,35686,2021/7/14,2021/7/19,833,Jacket,Shearling,L,indigo,95,66,"A indigo coloured, L sized, Shearling Jacket",Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia
2058,415,487,118,2,236,947,35686,2021/7/14,2021/7/19,487,Jacket,Puffer,M,violet,110,43,"A violet coloured, M sized, Puffer Jacket",Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia
2059,415,260,95,2,190,947,35686,2021/7/14,2021/7/19,260,Shirt,Polo,XS,green,117,45,"A green coloured, XS sized, Polo Shirt",Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia
2060,415,946,97,1,97,947,35686,2021/7/14,2021/7/19,946,Trousers,Slim-Fit,S,red,119,71,"A red coloured, S sized, Slim-Fit Trousers",Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia
2061,415,983,106,1,106,947,35686,2021/7/14,2021/7/19,983,Trousers,Wool,L,red,111,74,"A red coloured, L sized, Wool Trousers",Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia
2062,415,1149,102,2,204,947,35686,2021/7/14,2021/7/19,1149,Trousers,Cargo Pants,XL,indigo,106,64,"A indigo coloured, XL sized, Cargo Pants Trousers",Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia
2063,416,798,91,1,91,129,37878,2021/10/8,2021/10/25,798,Jacket,Pullover,L,indigo,114,50,"A indigo coloured, L sized, Pullover Jacket",Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia
2064,416,1141,102,3,306,129,37878,2021/10/8,2021/10/25,1141,Trousers,Cargo Pants,S,blue,106,63,"A blue coloured, S sized, Cargo Pants Trousers",Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia
2065,416,270,95,1,95,129,37878,2021/10/8,2021/10/25,270,Shirt,Polo,XS,indigo,117,47,"A indigo coloured, XS sized, Polo Shirt",Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia
2066,416,217,106,3,318,129,37878,2021/10/8,2021/10/25,217,Shirt,Chambray,M,orange,105,43,"A orange coloured, M sized, Chambray Shirt",Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia
2067,416,1027,90,3,270,129,37878,2021/10/8,2021/10/25,1027,Trousers,Relaxed Leg,M,yellow,95,68,"A yellow coloured, M sized, Relaxed Leg Trousers",Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia
2068,416,33,96,1,96,129,37878,2021/10/8,2021/10/25,33,Shirt,Oxford Cloth,L,violet,114,73,"A violet coloured, L sized, Oxford Cloth Shirt",Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia
2069,416,182,98,3,294,129,37878,2021/10/8,2021/10/25,182,Shirt,Camp Collared,M,orange,112,65,"A orange coloured, M sized, Camp Collared Shirt",Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia
2070,417,173,91,3,273,729,45024,2021/9/14,2021/10/11,173,Shirt,Linen,L,violet,116,70,"A violet coloured, L sized, Linen Shirt",Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia
2071,417,560,100,2,200,729,45024,2021/9/14,2021/10/11,560,Jacket,Bomber,XS,red,90,76,"A red coloured, XS sized, Bomber Jacket",Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia
2072,417,963,97,1,97,729,45024,2021/9/14,2021/10/11,963,Trousers,Slim-Fit,L,green,119,43,"A green coloured, L sized, Slim-Fit Trousers",Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia
2073,417,986,106,2,212,729,45024,2021/9/14,2021/10/11,986,Trousers,Wool,S,orange,111,59,"A orange coloured, S sized, Wool Trousers",Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia
2074,417,1022,90,3,270,729,45024,2021/9/14,2021/10/11,1022,Trousers,Relaxed Leg,M,orange,95,74,"A orange coloured, M sized, Relaxed Leg Trousers",Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia
2075,417,1214,105,1,105,729,45024,2021/9/14,2021/10/11,1214,Trousers,Pleated,XL,blue,90,55,"A blue coloured, XL sized, Pleated Trousers",Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia
2076,418,1102,115,1,115,918,55376,2021/8/24,2021/9/15,1102,Trousers,Cropped,M,green,99,65,"A green coloured, M sized, Cropped Trousers",Tracie Okey,Polygender,69,056 Khan RidgeSuite 131,1328,Violetstad,Australian Capital Territory,Australia
2077,418,970,97,3,291,918,55376,2021/8/24,2021/9/15,970,Trousers,Slim-Fit,XS,indigo,119,74,"A indigo coloured, XS sized, Slim-Fit Trousers",Tracie Okey,Polygender,69,056 Khan RidgeSuite 131,1328,Violetstad,Australian Capital Territory,Australia
2078,418,118,92,1,92,918,55376,2021/8/24,2021/9/15,118,Shirt,Denim,L,yellow,115,75,"A yellow coloured, L sized, Denim Shirt",Tracie Okey,Polygender,69,056 Khan RidgeSuite 131,1328,Violetstad,Australian Capital Territory,Australia
2079,418,436,107,1,107,918,55376,2021/8/24,2021/9/15,436,Jacket,Denim,S,green,92,49,"A green coloured, S sized, Denim Jacket",Tracie Okey,Polygender,69,056 Khan RidgeSuite 131,1328,Violetstad,Australian Capital Territory,Australia
2080,418,964,97,3,291,918,55376,2021/8/24,2021/9/15,964,Trousers,Slim-Fit,XL,green,119,67,"A green coloured, XL sized, Slim-Fit Trousers",Tracie Okey,Polygender,69,056 Khan RidgeSuite 131,1328,Violetstad,Australian Capital Territory,Australia
2081,419,989,106,3,318,745,19518,2021/10/20,2021/11/10,989,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia
2082,419,1135,102,2,204,745,19518,2021/10/20,2021/11/10,1135,Trousers,Cargo Pants,XS,green,106,63,"A green coloured, XS sized, Cargo Pants Trousers",Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia
2083,419,669,113,2,226,745,19518,2021/10/20,2021/11/10,669,Jacket,Parka,XL,red,119,64,"A red coloured, XL sized, Parka Jacket",Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia
2084,419,691,113,3,339,745,19518,2021/10/20,2021/11/10,691,Jacket,Parka,S,indigo,119,53,"A indigo coloured, S sized, Parka Jacket",Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia
2085,419,581,100,2,200,745,19518,2021/10/20,2021/11/10,581,Jacket,Bomber,S,blue,90,50,"A blue coloured, S sized, Bomber Jacket",Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia
2086,419,34,96,2,192,745,19518,2021/10/20,2021/11/10,34,Shirt,Oxford Cloth,XL,violet,114,54,"A violet coloured, XL sized, Oxford Cloth Shirt",Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia
2087,420,441,107,1,107,482,25541,2021/2/22,2021/3/19,441,Jacket,Denim,S,blue,92,56,"A blue coloured, S sized, Denim Jacket",Stanley Kolakowski,Agender,63,7295 Champlin CrestApt. 519,8260,East Joshua,Queensland,Australia
2088,420,109,92,3,276,482,25541,2021/2/22,2021/3/19,109,Shirt,Denim,XL,red,115,63,"A red coloured, XL sized, Denim Shirt",Stanley Kolakowski,Agender,63,7295 Champlin CrestApt. 519,8260,East Joshua,Queensland,Australia
2089,420,253,95,2,190,482,25541,2021/2/22,2021/3/19,253,Shirt,Polo,L,orange,117,63,"A orange coloured, L sized, Polo Shirt",Stanley Kolakowski,Agender,63,7295 Champlin CrestApt. 519,8260,East Joshua,Queensland,Australia
2090,420,960,97,3,291,482,25541,2021/2/22,2021/3/19,960,Trousers,Slim-Fit,XS,green,119,74,"A green coloured, XS sized, Slim-Fit Trousers",Stanley Kolakowski,Agender,63,7295 Champlin CrestApt. 519,8260,East Joshua,Queensland,Australia
2091,420,579,100,3,300,482,25541,2021/2/22,2021/3/19,579,Jacket,Bomber,XL,green,90,79,"A green coloured, XL sized, Bomber Jacket",Stanley Kolakowski,Agender,63,7295 Champlin CrestApt. 519,8260,East Joshua,Queensland,Australia
2092,421,767,109,2,218,691,24273,2021/9/28,2021/10/9,767,Jacket,Peacoat,M,violet,102,77,"A violet coloured, M sized, Peacoat Jacket",Silvie Bortol,Genderfluid,73,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia
2093,421,755,109,3,327,691,24273,2021/9/28,2021/10/9,755,Jacket,Peacoat,XS,blue,102,48,"A blue coloured, XS sized, Peacoat Jacket",Silvie Bortol,Genderfluid,73,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia
2094,421,146,91,3,273,691,24273,2021/9/28,2021/10/9,146,Shirt,Linen,S,orange,116,42,"A orange coloured, S sized, Linen Shirt",Silvie Bortol,Genderfluid,73,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia
2095,421,572,100,3,300,691,24273,2021/9/28,2021/10/9,572,Jacket,Bomber,M,yellow,90,71,"A yellow coloured, M sized, Bomber Jacket",Silvie Bortol,Genderfluid,73,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia
2096,421,634,93,2,186,691,24273,2021/9/28,2021/10/9,634,Jacket,Coach,XL,red,115,46,"A red coloured, XL sized, Coach Jacket",Silvie Bortol,Genderfluid,73,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia
2097,421,723,119,1,119,691,24273,2021/9/28,2021/10/9,723,Jacket,Trench Coat,L,blue,112,50,"A blue coloured, L sized, Trench Coat Jacket",Silvie Bortol,Genderfluid,73,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia
2098,422,859,113,3,339,375,48025,2021/3/16,2021/3/26,859,Trousers,Chinos,XL,green,100,50,"A green coloured, XL sized, Chinos Trousers",Ninetta Phizakarley,Agender,77,716 Max IslandSuite 824,9232,Ernserland,Northern Territory,Australia
2099,422,1214,105,1,105,375,48025,2021/3/16,2021/3/26,1214,Trousers,Pleated,XL,blue,90,55,"A blue coloured, XL sized, Pleated Trousers",Ninetta Phizakarley,Agender,77,716 Max IslandSuite 824,9232,Ernserland,Northern Territory,Australia
2100,422,762,109,2,218,375,48025,2021/3/16,2021/3/26,762,Jacket,Peacoat,M,indigo,102,52,"A indigo coloured, M sized, Peacoat Jacket",Ninetta Phizakarley,Agender,77,716 Max IslandSuite 824,9232,Ernserland,Northern Territory,Australia
2101,422,1004,106,1,106,375,48025,2021/3/16,2021/3/26,1004,Trousers,Wool,XL,blue,111,41,"A blue coloured, XL sized, Wool Trousers",Ninetta Phizakarley,Agender,77,716 Max IslandSuite 824,9232,Ernserland,Northern Territory,Australia
2102,422,1156,99,2,198,375,48025,2021/3/16,2021/3/26,1156,Trousers,High-Waisted,S,red,98,80,"A red coloured, S sized, High-Waisted Trousers",Ninetta Phizakarley,Agender,77,716 Max IslandSuite 824,9232,Ernserland,Northern Territory,Australia
2103,423,306,105,3,315,507,34107,2021/6/12,2021/6/21,306,Shirt,Cuban Collar,S,indigo,93,41,"A indigo coloured, S sized, Cuban Collar Shirt",Brooks Sayers,Polygender,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia
2104,423,1182,99,2,198,507,34107,2021/6/12,2021/6/21,1182,Trousers,High-Waisted,M,indigo,98,61,"A indigo coloured, M sized, High-Waisted Trousers",Brooks Sayers,Polygender,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia
2105,423,205,98,3,294,507,34107,2021/6/12,2021/6/21,205,Shirt,Camp Collared,XS,violet,112,72,"A violet coloured, XS sized, Camp Collared Shirt",Brooks Sayers,Polygender,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia
2106,423,38,104,2,208,507,34107,2021/6/12,2021/6/21,38,Shirt,Dress,L,red,119,79,"A red coloured, L sized, Dress Shirt",Brooks Sayers,Polygender,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia
2107,423,773,91,2,182,507,34107,2021/6/12,2021/6/21,773,Jacket,Pullover,L,red,114,69,"A red coloured, L sized, Pullover Jacket",Brooks Sayers,Polygender,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia
2108,423,544,98,2,196,507,34107,2021/6/12,2021/6/21,544,Jacket,Leather,XL,green,113,58,"A green coloured, XL sized, Leather Jacket",Brooks Sayers,Polygender,74,64 Champlin ParkwayApt. 832,8416,Jaydenside,Victoria,Australia
2109,424,407,119,1,119,551,58723,2021/3/13,2021/3/18,407,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
2110,424,759,109,1,109,551,58723,2021/3/13,2021/3/18,759,Jacket,Peacoat,XL,blue,102,77,"A blue coloured, XL sized, Peacoat Jacket",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
2111,424,1078,93,2,186,551,58723,2021/3/13,2021/3/18,1078,Trousers,Joggers,L,indigo,94,42,"A indigo coloured, L sized, Joggers Trousers",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
2112,424,182,98,1,98,551,58723,2021/3/13,2021/3/18,182,Shirt,Camp Collared,M,orange,112,65,"A orange coloured, M sized, Camp Collared Shirt",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
2113,424,833,117,1,117,551,58723,2021/3/13,2021/3/18,833,Jacket,Shearling,L,indigo,95,66,"A indigo coloured, L sized, Shearling Jacket",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
2114,424,420,107,3,321,551,58723,2021/3/13,2021/3/18,420,Jacket,Denim,XS,red,92,60,"A red coloured, XS sized, Denim Jacket",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
2115,424,1040,90,2,180,551,58723,2021/3/13,2021/3/18,1040,Trousers,Relaxed Leg,XS,indigo,95,60,"A indigo coloured, XS sized, Relaxed Leg Trousers",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
2116,424,454,107,1,107,551,58723,2021/3/13,2021/3/18,454,Jacket,Denim,XL,violet,92,63,"A violet coloured, XL sized, Denim Jacket",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
2117,425,926,96,1,96,606,12705,2021/2/21,2021/3/17,926,Trousers,Drawstring,S,green,104,73,"A green coloured, S sized, Drawstring Trousers",Averyl Atthow,Polygender,53,24 Alexis BoulevardSuite 321,8684,Calebville,New South Wales,Australia
2118,425,313,105,3,315,606,12705,2021/2/21,2021/3/17,313,Shirt,Cuban Collar,L,violet,93,78,"A violet coloured, L sized, Cuban Collar Shirt",Averyl Atthow,Polygender,53,24 Alexis BoulevardSuite 321,8684,Calebville,New South Wales,Australia
2119,425,363,94,3,282,606,12705,2021/2/21,2021/3/17,363,Shirt,Henley,L,yellow,92,62,"A yellow coloured, L sized, Henley Shirt",Averyl Atthow,Polygender,53,24 Alexis BoulevardSuite 321,8684,Calebville,New South Wales,Australia
2120,425,785,91,2,182,606,12705,2021/2/21,2021/3/17,785,Jacket,Pullover,XS,green,114,70,"A green coloured, XS sized, Pullover Jacket",Averyl Atthow,Polygender,53,24 Alexis BoulevardSuite 321,8684,Calebville,New South Wales,Australia
2121,425,1074,93,3,279,606,12705,2021/2/21,2021/3/17,1074,Trousers,Joggers,XL,blue,94,52,"A blue coloured, XL sized, Joggers Trousers",Averyl Atthow,Polygender,53,24 Alexis BoulevardSuite 321,8684,Calebville,New South Wales,Australia
2122,426,1031,90,2,180,776,32793,2021/9/26,2021/10/16,1031,Trousers,Relaxed Leg,S,green,95,51,"A green coloured, S sized, Relaxed Leg Trousers",Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia
2123,427,266,95,2,190,282,20082,2021/1/27,2021/2/10,266,Shirt,Polo,S,blue,117,76,"A blue coloured, S sized, Polo Shirt",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia
2124,427,1231,112,3,336,282,20082,2021/1/27,2021/2/10,1231,Trousers,Tracksuit Bottoms,S,orange,91,59,"A orange coloured, S sized, Tracksuit Bottoms Trousers",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia
2125,427,752,109,3,327,282,20082,2021/1/27,2021/2/10,752,Jacket,Peacoat,M,green,102,49,"A green coloured, M sized, Peacoat Jacket",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia
2126,427,969,97,3,291,282,20082,2021/1/27,2021/2/10,969,Trousers,Slim-Fit,XL,blue,119,47,"A blue coloured, XL sized, Slim-Fit Trousers",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia
2127,427,766,109,1,109,282,20082,2021/1/27,2021/2/10,766,Jacket,Peacoat,S,violet,102,73,"A violet coloured, S sized, Peacoat Jacket",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia
2128,427,586,100,2,200,282,20082,2021/1/27,2021/2/10,586,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia
2129,427,27,96,3,288,282,20082,2021/1/27,2021/2/10,27,Shirt,Oxford Cloth,M,indigo,114,62,"A indigo coloured, M sized, Oxford Cloth Shirt",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia
2130,427,90,118,3,354,282,20082,2021/1/27,2021/2/10,90,Shirt,Flannel,XS,blue,96,62,"A blue coloured, XS sized, Flannel Shirt",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia
2131,427,710,119,2,238,282,20082,2021/1/27,2021/2/10,710,Jacket,Trench Coat,XS,yellow,112,78,"A yellow coloured, XS sized, Trench Coat Jacket",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia
2132,428,689,113,2,226,431,48629,2021/2/24,2021/3/23,689,Jacket,Parka,XL,blue,119,47,"A blue coloured, XL sized, Parka Jacket",Ronni Gruszczak,Agender,41,535 Angelina CourtSuite 875,8422,Jademouth,Victoria,Australia
2133,428,910,96,1,96,431,48629,2021/2/24,2021/3/23,910,Trousers,Drawstring,XS,red,104,57,"A red coloured, XS sized, Drawstring Trousers",Ronni Gruszczak,Agender,41,535 Angelina CourtSuite 875,8422,Jademouth,Victoria,Australia
2134,428,328,109,2,218,431,48629,2021/2/24,2021/3/23,328,Shirt,Mandarin Collar,L,yellow,108,78,"A yellow coloured, L sized, Mandarin Collar Shirt",Ronni Gruszczak,Agender,41,535 Angelina CourtSuite 875,8422,Jademouth,Victoria,Australia
2135,429,397,119,2,238,754,23238,2021/2/8,2021/2/22,397,Shirt,Casual Slim Fit,M,yellow,113,76,"A yellow coloured, M sized, Casual Slim Fit Shirt",Ninnetta Lammin,Bigender,74,94 Hayden LaneSuite 912,1488,Lake Jesse,New South Wales,Australia
2136,429,270,95,2,190,754,23238,2021/2/8,2021/2/22,270,Shirt,Polo,XS,indigo,117,47,"A indigo coloured, XS sized, Polo Shirt",Ninnetta Lammin,Bigender,74,94 Hayden LaneSuite 912,1488,Lake Jesse,New South Wales,Australia
2137,430,989,106,1,106,155,49272,2021/2/8,2021/3/1,989,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",Myrle Kelby,Male,80,85 Charles MallSuite 424,7841,Port Sophia,New South Wales,Australia
2138,430,777,91,1,91,155,49272,2021/2/8,2021/3/1,777,Jacket,Pullover,M,orange,114,60,"A orange coloured, M sized, Pullover Jacket",Myrle Kelby,Male,80,85 Charles MallSuite 424,7841,Port Sophia,New South Wales,Australia
2139,430,1090,115,2,230,155,49272,2021/2/8,2021/3/1,1090,Trousers,Cropped,XS,orange,99,78,"A orange coloured, XS sized, Cropped Trousers",Myrle Kelby,Male,80,85 Charles MallSuite 424,7841,Port Sophia,New South Wales,Australia
2140,431,570,100,1,100,325,35804,2021/4/25,2021/5/9,570,Jacket,Bomber,XS,yellow,90,57,"A yellow coloured, XS sized, Bomber Jacket",Robinetta Deners,Genderqueer,68,32 Chase JunctionSuite 463,8304,West Claudia,South Australia,Australia
2141,431,1212,105,1,105,325,35804,2021/4/25,2021/5/9,1212,Trousers,Pleated,M,blue,90,66,"A blue coloured, M sized, Pleated Trousers",Robinetta Deners,Genderqueer,68,32 Chase JunctionSuite 463,8304,West Claudia,South Australia,Australia
2142,431,69,104,2,208,325,35804,2021/4/25,2021/5/9,69,Shirt,Dress,XL,violet,119,77,"A violet coloured, XL sized, Dress Shirt",Robinetta Deners,Genderqueer,68,32 Chase JunctionSuite 463,8304,West Claudia,South Australia,Australia
2143,431,165,91,2,182,325,35804,2021/4/25,2021/5/9,165,Shirt,Linen,XS,indigo,116,70,"A indigo coloured, XS sized, Linen Shirt",Robinetta Deners,Genderqueer,68,32 Chase JunctionSuite 463,8304,West Claudia,South Australia,Australia
2144,431,325,109,1,109,325,35804,2021/4/25,2021/5/9,325,Shirt,Mandarin Collar,XS,yellow,108,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",Robinetta Deners,Genderqueer,68,32 Chase JunctionSuite 463,8304,West Claudia,South Australia,Australia
2145,432,191,98,3,294,20,37821,2021/10/20,2021/11/3,191,Shirt,Camp Collared,S,green,112,60,"A green coloured, S sized, Camp Collared Shirt",Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
2146,432,652,93,1,93,20,37821,2021/10/20,2021/11/3,652,Jacket,Coach,M,blue,115,54,"A blue coloured, M sized, Coach Jacket",Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
2147,432,769,109,2,218,20,37821,2021/10/20,2021/11/3,769,Jacket,Peacoat,XL,violet,102,42,"A violet coloured, XL sized, Peacoat Jacket",Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
2148,432,6,96,1,96,20,37821,2021/10/20,2021/11/3,6,Shirt,Oxford Cloth,S,orange,114,72,"A orange coloured, S sized, Oxford Cloth Shirt",Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
2149,433,841,113,1,113,419,32215,2021/8/18,2021/9/2,841,Trousers,Chinos,S,red,100,62,"A red coloured, S sized, Chinos Trousers",Chaddie Fawlkes,Male,58,31 Towne SummitSuite 671,3887,West Mackenzie,Queensland,Australia
2150,433,858,113,3,339,419,32215,2021/8/18,2021/9/2,858,Trousers,Chinos,L,green,100,77,"A green coloured, L sized, Chinos Trousers",Chaddie Fawlkes,Male,58,31 Towne SummitSuite 671,3887,West Mackenzie,Queensland,Australia
2151,434,272,95,3,285,940,42284,2021/5/11,2021/6/1,272,Shirt,Polo,M,indigo,117,62,"A indigo coloured, M sized, Polo Shirt",Jamesy Rennles,Genderqueer,46,835 Mayer ParkwaySuite 374,9769,Harberview,Tasmania,Australia
2152,434,190,98,1,98,940,42284,2021/5/11,2021/6/1,190,Shirt,Camp Collared,XS,green,112,66,"A green coloured, XS sized, Camp Collared Shirt",Jamesy Rennles,Genderqueer,46,835 Mayer ParkwaySuite 374,9769,Harberview,Tasmania,Australia
2153,434,465,118,2,236,940,42284,2021/5/11,2021/6/1,465,Jacket,Puffer,XS,yellow,110,55,"A yellow coloured, XS sized, Puffer Jacket",Jamesy Rennles,Genderqueer,46,835 Mayer ParkwaySuite 374,9769,Harberview,Tasmania,Australia
2154,434,128,92,2,184,940,42284,2021/5/11,2021/6/1,128,Shirt,Denim,L,blue,115,45,"A blue coloured, L sized, Denim Shirt",Jamesy Rennles,Genderqueer,46,835 Mayer ParkwaySuite 374,9769,Harberview,Tasmania,Australia
2155,434,278,95,1,95,940,42284,2021/5/11,2021/6/1,278,Shirt,Polo,L,violet,117,76,"A violet coloured, L sized, Polo Shirt",Jamesy Rennles,Genderqueer,46,835 Mayer ParkwaySuite 374,9769,Harberview,Tasmania,Australia
2156,434,310,105,3,315,940,42284,2021/5/11,2021/6/1,310,Shirt,Cuban Collar,XS,violet,93,49,"A violet coloured, XS sized, Cuban Collar Shirt",Jamesy Rennles,Genderqueer,46,835 Mayer ParkwaySuite 374,9769,Harberview,Tasmania,Australia
2157,434,172,91,3,273,940,42284,2021/5/11,2021/6/1,172,Shirt,Linen,M,violet,116,44,"A violet coloured, M sized, Linen Shirt",Jamesy Rennles,Genderqueer,46,835 Mayer ParkwaySuite 374,9769,Harberview,Tasmania,Australia
